id,SimplifiedName,TraditionalName,PinyinName,CategoryName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id,CategoryCode
2207,五脏相关,五臟相關,wǔ zàng xiāng guān,藏象,0,correlation of the five viscera,correlation of five zang- organs,0,5,360.1011d
2208,五脏应四时,五臟應四時,wǔ zàng yīng sì shí,藏象,0,the five viscera correspond to the four seasons,five zang-organs corresponding to four seasons,0,5,360.1011d
2209,五脏之长,五臟之長,wǔ zàng zhī zhǎng,藏象,0,the chief of the five viscera,top of five zang viscera,0,5,360.1011d
2210,下焦,下焦,xià jiāo,藏象,lower energizer,lower jiao,lower energizer,"the lower abdominal cavity, i.e., the portion below the umbilicus housing the kidneys, bladder, small and large intestines, also known as lower burner",5,360.1011d
2211,下焦如渎,下焦如瀆,xià jiāo rú dú,藏象,0,the lower jiao is like a ditch,lower energizer as drainer,0,5,360.1011d
2212,下焦主出,下焦主出,xià jiāo zhǔ chū,藏象,0,the lower jiao governs discharge,lower energizer governing discharge,0,5,360.1011d
2213,小肠,小腸,xiǎo cháng,藏象,small intestine,small intestine;small intestine;CO6,xiaochang;CO (6); small intestine,"one of the six bowels, whose main function is to receive food content of the stomach, further digest it and absorb nutrients and water",5,360.1011d
2214,心,心,xīn,藏象,heart,the heart;heart;CO15,xin;CO (15); heart,"the organ located in the thoracic cavity above the diaphragm, which controls blood circulation and mental activities",5,360.1011d
2215,心包络,心包絡,xīn bāo luò,藏象,0,the pericardium,pericardium,0,5,360.1011d
2216,心藏神,心藏神,xīn cáng shén,藏象,0,the heart stores the spirit,heart storing spirit,0,5,360.1011d
2217,心常有余,心常有餘,xīn cháng yǒu yú,藏象,0,①heart qi is prone to hyperactivity ②heart fire is prone to hyperactivity,①heart qi being liable to hyperactivity ②heart fire being liable to hyperactivity,0,5,360.1011d
2218,心恶热,心惡熱,xīn è rè,藏象,0,the heart is averse to heat,heart being averse to heat,0,5,360.1011d
2219,心合小肠,心合小腸,xīn hé xiǎo cháng,藏象,0,the heart is paired with the small intestine,heart and small intestine in pair,0,5,360.1011d
2220,心孔,心孔,xīn kǒng,藏象,0,heart orifice,heart orifice,0,5,360.1011d
2221,心气,心氣,xīn qì,藏象,heart qi,heart qi,heart qi,"essential qi of the heart, the physical substrata and dynamic force of the functional activities of the heart",5,360.1011d
2222,心肾相交,心腎相交,xīn shèn xiāng jiāo,藏象,heart-kidney interaction,heart-kidney interaction,heart-kidney interaction,"superior-inferior, ascending-descending, water-fire and yin-yang coordination between the heart and kidney",5,360.1011d
2223,心为阳中之太阳,心為陽中之太陽,xīn wèi yáng zhōng zhī tài yáng,藏象,0,the heart pertains to taiyang within yang,0,0,5,360.1011d
2224,心血,心血,xīn xuè,藏象,heart blood,heart blood,heart blood,"the blood governed by the heart, which flows all over the body, particularly that part of blood serving as the basis for the physiological activities of the heart, including mental activities",5,360.1011d
2225,心阳,心陽,xīn yáng,藏象,heart yang,heart yang,heart yang,"yang qi of the heart, which stimulates the activities of the heart and mind, and has a warming action",5,360.1011d
2226,心阴,心陰,xīn yīn,藏象,heart yin,heart yin,heart yin,"yin essence of the heart, the opposite of heart yang, the quiescent and moistening aspect of heart function",5,360.1011d
2227,心者生之本,心者生之本,xīn zhě shēng zhī běn,藏象,0,the heart is the foundation of life,heart being root of life,0,5,360.1011d
2228,心主身之血脉,心主身之血脈,xīn zhǔ shēn zhī xuè mài,藏象,0,the heart governs the blood and vessels in the body,heart governing blood and vessels,0,5,360.1011d
2229,心主血脉,心主血脈,xīn zhǔ xuè mài,藏象,0,the heart governs the blood and vessels,heart governing blood and vessels,0,5,360.1011d
2230,心主言,心主言,xīn zhǔ yán,藏象,0,the heart governs speech,heart governing speech,0,5,360.1011d
2231,囟,囟,xìn,藏象,0,fontanel,0,0,5,360.1011d
2232,囟门,囟門,xìn mén,藏象,0,fontanel,0,0,5,360.1011d
2233,阳明者五脏六腑之海,陽明者五臟六腑之海,yáng míng zhě wǔ zàng liù fǔ zhī hǎi,藏象,0,yangming is the reservoir of the five viscera and six bowels,0,0,5,360.1011d
2234,乙癸同源,乙癸同源,yǐ guǐ tóng yuán,藏象,0,"yǐ (乙; i.e., liver) and guǐ (癸; i.e., kidney) are from the same source",Yi (liver) and Gui (kidney) from same source,0,5,360.1011d
2235,阴道,陰道,yīn dào,藏象,vagina,vagina,vagina,"genital canal in the female, leading from the uterus to the vulva",5,360.1011d
2236,元神之府,元神之府,yuán shén zhī fǔ,藏象,house of the original spirit,house of original spirit,0,"another name for the brain, being the source of mental activities",5,360.1011d
2237,月经,月經,yuè jīng,藏象,0,menstruation,menstruation,0,5,360.1011d
2238,月事,月事,yuè shì,藏象,0,menstruation,menstruation,0,5,360.1011d
2239,月水,月水,yuè shuǐ,藏象,0,menstruation,menstruation,0,5,360.1011d
2240,月信,月信,yuè xìn,藏象,0,menstruation,menstruation,0,5,360.1011d
2241,脏,髒,zàng,藏象,viscus,zang organ; viscus (viscera <plural>),zang-organ,"an internal organ where essence and qi are formed and stored, viscera in plural",5,360.1011d
2242,脏腑,臟腑,zàng fǔ,藏象,viscera and bowels,zang-fu organs;  viscera and bowels,zang-fu organs,"a collective term for internal organs, also called zang-organs and fu-organs",5,360.1011d
2243,脏腑相合,臟腑相合,zàng fǔ xiāng hé,藏象,0,the pairing of viscera and bowels,zang and fu organs in pairs,0,5,360.1011d
2244,脏行气于腑,髒行氣於腑,zàng xíng qì yú fǔ,藏象,0,the viscera move qi to the bowels,zang-organs moving qi to fu-organs,0,5,360.1011d
2245,脏象,髒象,zàng xiàng,藏象,visceral manifestation,visceral manifestation,visceral manifestation,the outward manifestation of internal organs through which physiological functions as well as pathological changes can be detected and the state of health appraised,5,360.1011d
2246,脏真,髒真,zàng zhēn,藏象,0,normal true qi of the viscera,normal genuine qi of zang-organs,0,5,360.1011d
2247,肢体,肢體,zhī tǐ,藏象,0,limbs; limbs and body,0,0,5,360.1011d
2248,中焦,中焦,zhōng jiāo,藏象,middle energizer,middle jiao,middle energizer,"the upper abdominal cavity, i.e., the portion between the diaphragm and the umbilicus housing the spleen, stomach, liver and gallbladder, also known as middle burner",5,360.1011d
2249,中焦如沤,中焦如漚,zhōng jiāo rú ōu,藏象,0,the middle jiao is like foam,middle energizer as fermentor,0,5,360.1011d
2250,中焦主化,中焦主化,zhōng jiāo zhǔ huà,藏象,0,the middle jiao governs transformation,middle energizer governing transformation,0,5,360.1011d
2251,子处,子處,zi chù,藏象,0,uterus,uterus,0,5,360.1011d
2252,子宫,子宮,zi gōng,藏象,0,uterus;EX-CA1,Zigong;EX-CA 1,0,5,360.1011d
2253,子门,子門,zi mén,藏象,0,cervical orifice,cervical orifice,0,5,360.1011d
2254,子脏,子髒,zi zàng,藏象,0,uterus,uterus,0,5,360.1011d
2255,仓廪之本,倉廩之本,cāng lǐn zhī běn,藏象,0,0,root of granary,0,5,360.1011d
2256,肺为阳中之太阴,肺為陽中之太陰,fèi wèi yáng zhōng zhī tài   yīn,藏象,0,0,lung pertaining to greater yin within yang,0,5,360.1011d
2257,肝为阳中之少阳,肝為陽中之少陽,gān wèi yáng zhōng zhī shǎo   yáng,藏象,0,0,liver pertaining to lesser yang within yang,0,5,360.1011d
2258,女子以肝为先天,女子以肝為先天,nǚ zǐ yǐ gān wèi xiān   tiān,藏象,0,0,liver being innate basis of women,0,5,360.1011d
2259,脾藏营，营舍思,脾藏營，營舍思,pí cáng yíng ， yíng shě   sī,藏象,0,0,"spleen storing nutrient, nutrient housing idea",0,5,360.1011d
2260,脾为胃行其津液,脾為胃行其津液,pí wèi wèi xíng qí jīn   yè,藏象,0,0,spleen transporting body fluid for stomach,0,5,360.1011d
2261,脾胃为气血生化之源,脾胃為氣血生化之源,pí wèi wèi qì xuè shēng   huà zhī yuán,藏象,0,0,spleen and stomach being origin of producing qi and blood,0,5,360.1011d
2262,肾为阴中之少阴,腎為陰中之少陰,shèn wèi yīn zhōng zhī shǎo   yīn,藏象,0,0,kidney pertaining lesser yin within yin,0,5,360.1011d
2263,肾者水脏主津液,腎者水髒主津液,shèn zhě shuǐ zàng zhǔ jīn   yè,藏象,0,0,kidney as water zang-organ governing fluids,0,5,360.1011d
2264,心为阳中之太阳,心為陽中之太陽,xīn wèi yáng zhōng zhī tài   yáng,藏象,0,0,heart being greater yang within yang,0,5,360.1011d
2265,阳明者五脏六腑之海,陽明者五臟六腑之海,yáng míng zhě wǔ zàng liù   fǔ zhī hǎi,藏象,0,0,yang brightness being reservoir of five zang- and six fu-organs,0,5,360.1011d
2266,胞;胞宫;女子胞,胞;胞宮;女子胞,bāo ; bāo gōng ;  nǚ zǐ bāo,藏象,uterus,0,0,(in women) organ in which offspring is carried and nourished while it develops before birth,5,360.1011d
2267,肺开窍于鼻,肺開竅於鼻,fèi kāi qiào yú bí,藏象,lung opens at the nose,0,0,"the lung opens into the nose, reflecting its physiological and pathological conditions",5,360.1011d
2268,肝开窍于目,肝開竅於目,gān kāi qiào yú mù,藏象,liver opens at the eyes,0,0,"the liver opens into the eyes, reflecting its physiological and pathological conditions",5,360.1011d
2269,刚脏,剛髒,gāng zàng,藏象,unyielding viscus,0,0,"an internal organ that has a tendency to hyperactivity and counterflow of qi, referring to the liver, also known as resolute viscus",5,360.1011d
2270,呼吸,呼吸,hū xī,藏象,breathing,0,0,"drawing air into the lung and expelling it to perform gas exchange, the same as respiration",5,360.1011d
2271,降浊,降濁,jiàng zhuó,藏象,downbearing the turbid,0,0,"referring to the function of the stomach that sends the partially digested food down to the intestines, the same as sending the turbid downward",5,360.1011d
2272,娇脏,嬌髒,jiāo zàng,藏象,delicate viscus,0,0,an expression referring to the lung which is the viscus most susceptible to invasion by external pathogens,5,360.1011d
2273,泌别清浊,泌別清濁,mì bié qīng zhuó,藏象,separation of the clear and turbid,0,0,"the small intestine's function, by which the clear (the food essence and water) is absorbed while the turbid (the waste matter) is passed to the large intestine",5,360.1011d
2274,纳气,納氣,nà qì,藏象,qi absorption,0,0,"the action of the kidney in connection with normal respiration. The lung sends the qi down to the kidney, which holds the qi down, and then absorbs it",5,360.1011d
2275,膀胱;胞,膀胱;胞,páng guāng ; bāo,藏象,bladder,0,0,"one of the six bowels, which stores and discharges urine",5,360.1011d
2276,脾开窍于口,脾開竅於口,pí kāi qiào yú kǒu,藏象,spleen opens at the mouth,0,0,"the spleen opens into the mouth, reflecting its physiological and pathological conditions",5,360.1011d
2277,肾开窍于耳,腎開竅於耳,shèn kāi qiào yú ěr,藏象,kidney opens at the ears,0,0,"the kidney opens into the ears, reflecting its physiological and pathological conditions",5,360.1011d
2278,升发,升發,shēng fā,藏象,upbearing and effusion,0,0,"the upward and outward movement of qi, a function governed by the liver, the same as sending the qi upwards, outwards and throughout the body",5,360.1011d
2279,升清,升清,shēng qīng,藏象,upbearing the clear,0,0,"referring to the function of spleen that sends the food essence to the heart and lung, the same as sending the clear upward",5,360.1011d
2280,生殖,生殖,shēng zhí,藏象,reproduction,0,0,the process by which humans give rise to offspring,5,360.1011d
2281,疏泄,疏泄,shū xiè,藏象,free coursing,0,0,"referring to the function of the liver that ensures the free movement of qi and prevents qi stagnation, also known as soothing",5,360.1011d
2282,水之上源,水之上源,shuǐ zhī shàng yuán,藏象,upper source of water,0,0,"an expression referring to the lung, which is situated in the upper energizer regulating water metabolism",5,360.1011d
2283,肃降,肅降,sù jiàng,藏象,purification and down-sending,0,0,the downward movement and purifying action of lung qi in contrast to its diffusing action,5,360.1011d
2284,髓,髓,suǐ,藏象,marrow,0,0,"an extraordinary organ including bone marrow and spinal marrow, both of which are nourished by the kidney essence",5,360.1011d
2285,先天,先天,xiān tiān,藏象,innate,0,0,"possessed from birth, relating to the natural endowment, in contrast to acquired after birth, the same as inborn",5,360.1011d
2286,先天之本,先天之本,xiān tiān zhī běn,藏象,root of innate endowment,0,0,that which is inherited at conception,5,360.1011d
2287,心包;心包络,心包;心包絡,xīn bāo ;  xīn bāo luò,藏象,pericardium,0,0,"the outer covering of the heart, including the pericardium collateral",5,360.1011d
2288,心开窍于舌,心開竅於舌,xīn kāi qiào yú shé,藏象,heart opens at the tongue,0,0,"the heart opens into the tongue, reflecting its physiological and pathological conditions",5,360.1011d
2289,宣发,宣發,xuān fā,藏象,diffusion,0,0,"the upward and outward movement of lung qi, also known as dispersion",5,360.1011d
2290,血脉,血脈,xuè mài,藏象,blood vessel,0,0,the vessels in which blood circulates,5,360.1011d
2291,阳脏,陽髒,yáng zàng,藏象,yang viscus,0,0,"viscera of yang nature, referring to the heart and the liver",5,360.1011d
2292,阴脏,陰髒,yīn zàng,藏象,yin viscus,0,0,"viscera of yin nature, referring to the spleen, the lung and the kidney",5,360.1011d
2293,运化,運化,yùn huà,藏象,transportation and transformation,0,0,"the function of the spleen by which the essence is transformed from food and drink, absorbed, and distributed to all parts of the body",5,360.1011d
2294,脏象学说,髒象學說,zàng xiàng xué shuō,藏象,visceral manifestation theory,0,0,the theory dealing with the study of physiological functions and pathological changes of the internal organs as well as their interrelationship and external manifestation,5,360.1011d
2295,臓腑,臓腑,zàng fǔ,藏象,Viscera and Bowels,0,0,0,5,360.1011d
2296,治节,治節,zhì jié,藏象,management and regulation,0,0,the function of the lung to keep the physiological activity of the whole body in balance,5,360.1011d
2297,贮痰之器,貯痰之器,zhù tán zhī qì,藏象,receptacle that holds phlegm,0,0,"the organ where phlegm collects, referring to the lung",5,360.1011d
2298,前阴,前陰,qián yīn,形体官窍,anterior yin,"genitals (""anterior yin""; qián yīn, 前阴)",external genitalia,the external genitalia including the external orifice of the urethra,6,360.1011e
